,,,,,,,,,,,,,,,,
fevereiro 2007,fevereiro 2008,fevereiro 2009,fevereiro 2010,fevereiro 2011,fevereiro 2012,fevereiro 2013,fevereiro 2014,fevereiro 2015,fevereiro 2016,fevereiro 2017,fevereiro 2018,fevereiro 2019,fevereiro 2020,fevereiro 2021,fevereiro 2022,fevereiro 2023
,,,,,,,,,,,,,,,,
489957366,549978039,660659297,700123394,661440091,741165845,738376461,743106177,672624349,722339584,721571892,672689200,665127669,674293146,667445108,734626175,634041314
