,,,,,,,,,,,,,,,,
fevereiro 2007,fevereiro 2008,fevereiro 2009,fevereiro 2010,fevereiro 2011,fevereiro 2012,fevereiro 2013,fevereiro 2014,fevereiro 2015,fevereiro 2016,fevereiro 2017,fevereiro 2018,fevereiro 2019,fevereiro 2020,fevereiro 2021,fevereiro 2022,fevereiro 2023
56699617,59581364,57593978,66941524,68992950,67852740,83288808,88442511,94888440,101816438,108404791,113154525,113393434,125235188,130424395,123015134,145021020
,,,,,,,,,,,,,,,,
